SimulationID,Player1Hand,Player2Hand,GameStage,CommunityCards,P1Win_Map,P2Win_Map,Tie_Map,Time_Map,P1Win_Hash,P2Win_Hash,Tie_Hash,Time_Hash
1,"5h 10h ","6d 6s ",flop,"4s 3d 7c ",10,90,0,3,16,84,0,3
2,"3s 6s ","10h 8c ",flop,"2c Ac 5s ",42,57,1,3,42,56,2,3
3,"3c 9s ","Jd 5c ",turn,"4s Kc 2d 6s ",14,86,0,2,10,90,0,2
4,"Kd 9d ","3s 5c ",river,"2c Ad Ks 7d 4c ",0,100,0,2,0,100,0,2
5,"6c Kd ","Ac Qd ",river,"Ah Qs 7h 8s 10s ",0,100,0,3,0,100,0,3
6,"10h 2d ","8d 2s ",river,"Ah Js Jd 3d 7h ",100,0,0,2,100,0,0,3
7,"Qs 2h ","7c 3h ",flop,"9h Kc Qc ",91,5,4,3,88,8,4,3
8,"Qs 10s ","3h 10d ",turn,"8s 4s 8d 9c ",96,2,2,3,94,5,1,3
9,"Kd 7h ","5s 3d ",preflop,"",68,32,0,3,62,38,0,2
10,"3h 3s ","5d 6h ",turn,"Kd 8h 4s Ks ",58,32,10,3,77,19,4,3
11,"9c 7s ","6s 6h ",river,"Jh 9s 2c 2d 3c ",100,0,0,3,100,0,0,3
12,"Jd 5h ","Qs 8h ",preflop,"",37,61,2,3,35,64,1,3
13,"8c 10h ","8s 3c ",turn,"Ad 4s 8h Kh ",55,8,37,3,56,8,36,3
14,"2c 7h ","Qh Jh ",preflop,"",28,69,3,2,28,69,3,3
15,"7d Qc ","7c Jd ",river,"Ad 3d Ac 10c 9s ",100,0,0,3,100,0,0,3
16,"Qd 10c ","9c 3h ",flop,"4d Jc Jd ",75,18,7,2,76,16,8,3
17,"Ks 9s ","3c Jc ",river,"Kc 6h Kh 4d Jd ",100,0,0,3,100,0,0,3
18,"Qs Qc ","9s 8h ",turn,"Ks Jc Ah 10h ",100,0,0,3,100,0,0,3
19,"Qh Kc ","9d Qc ",river,"9c 7c 6s 4h Jd ",0,100,0,3,0,100,0,3
20,"6d Qh ","Qd Qc ",river,"4h 9c 3s 3h Qs ",0,100,0,3,0,100,0,3
21,"Jc 9c ","4s 5h ",flop,"4c 8h Qs ",41,59,0,3,46,54,0,3
22,"7c 9c ","Jd Js ",turn,"7h 4c 5c 8s ",39,61,0,3,44,56,0,3
23,"7h 6h ","Kc 4h ",river,"7s Qd Ah 6c 5h ",100,0,0,3,100,0,0,3
24,"6h Kd ","8s 6c ",river,"5c 3c 9d 10s 10d ",100,0,0,3,100,0,0,3
25,"Js 7d ","Qd Ks ",turn,"Kc 10d 4c Ad ",10,90,0,3,4,96,0,3
26,"8h Kd ","3s As ",flop,"Js 4d 8c ",80,20,0,3,84,16,0,3
27,"Qs 7d ","10d 2c ",river,"2s 4c 3s 5h 3c ",0,100,0,3,0,100,0,3
28,"9d 4d ","7h 9s ",preflop,"",29,44,27,3,29,51,20,3
29,"9d 10h ","2c 6d ",flop,"Js Qd 8c ",99,0,1,3,97,3,0,3
30,"Jh 3s ","Kh 10c ",flop,"7d 8s Qc ",24,75,1,3,22,77,1,3
31,"Qh 7s ","7h 7d ",flop,"Kh 6s 10s ",19,81,0,3,22,78,0,3
32,"10d Jd ","5h 6s ",turn,"3c Ks 4s 2d ",0,100,0,2,0,100,0,3
33,"4c Kh ","Qd Ad ",preflop,"",30,67,3,3,32,68,0,3
34,"2h Kc ","5h 8h ",flop,"4d 9d 4h ",67,27,6,3,66,28,6,3
35,"2h 10d ","2c 7h ",flop,"Ad Qs 6h ",79,10,11,3,70,20,10,3
36,"4c 9s ","Jh 7c ",turn,"10c 10s Js 8c ",18,82,0,3,18,82,0,3
37,"7c 6d ","8s Jh ",turn,"Ad Qc 2c Kc ",35,59,6,3,36,59,5,3
38,"4d Ac ","7c 3d ",turn,"10h 9c As 10c ",100,0,0,3,100,0,0,3
39,"Jh 8c ","9s 5c ",turn,"10c Qd Qs 5s ",32,68,0,3,23,77,0,3
40,"4h Jc ","Qh Ac ",river,"8c Qd Ah Kd 7c ",0,100,0,3,0,100,0,3
41,"Ad 5d ","8d Kd ",turn,"2h 6d Jh 10c ",87,13,0,3,89,11,0,3
42,"2d Kh ","9c 5h ",preflop,"",51,49,0,3,59,41,0,3
43,"8c 10c ","7d 3h ",flop,"Ks 4s Kd ",68,25,7,3,71,17,12,3
44,"6s 10c ","3h 7c ",river,"4h 5c 10s 8c 9c ",100,0,0,3,100,0,0,3
45,"9h Jh ","9d 6s ",river,"3c 9c Js Ad 5d ",100,0,0,3,100,0,0,3
46,"7s 6d ","Kh 6s ",flop,"3c 5c 5h ",35,52,13,3,26,62,12,3
47,"4d Kc ","Ac 6d ",preflop,"",38,62,0,3,25,75,0,3
48,"Kh 7c ","8s Ah ",turn,"7s As Kc Js ",63,37,0,3,64,36,0,3
49,"10h 10c ","4s 9h ",flop,"Kc 3d 6d ",99,1,0,3,96,4,0,3
50,"8h 3d ","7d 2d ",flop,"6c 6h 4d ",64,26,10,3,65,19,16,3
51,"8h 2h ","2d Jh ",preflop,"",17,73,10,3,27,67,6,3
52,"Ac Qd ","8c 5h ",river,"6h 7h 4h Kc Jc ",0,100,0,3,0,100,0,3
53,"8h 5s ","Ks Qs ",turn,"3s Jc 3d 5c ",88,12,0,2,86,14,0,3
54,"Kh 8d ","5d 4c ",flop,"6s Qc Jd ",78,22,0,3,69,31,0,3
55,"8d 10s ","9h Ac ",flop,"As 9s 5c ",11,89,0,3,7,93,0,3
56,"6d 8s ","Ac 10h ",preflop,"",35,63,2,3,34,65,1,3
57,"7d 10d ","3h 10h ",flop,"2d 4s 4d ",66,4,30,3,52,12,36,3
58,"10h 4s ","8h Jh ",preflop,"",40,57,3,3,31,66,3,3
59,"4s As ","2d Jh ",turn,"5c 5d Ac 8d ",100,0,0,3,100,0,0,3
60,"6s 4d ","4s 6h ",river,"4c 6d 9s 9d Qh ",0,0,100,3,0,0,100,3
61,"Jc Kd ","10s 2d ",turn,"4d Qd 8c 7h ",86,14,0,3,84,16,0,3
62,"9s 7h ","3h 6c ",river,"2h Jc 3d Js 2s ",0,100,0,3,0,100,0,3
63,"9c Qc ","10c 9s ",turn,"Js 4h 6c Qh ",86,14,0,3,80,20,0,3
64,"9s 7d ","6h 4d ",turn,"Ad 8c 5s Jc ",93,7,0,3,87,13,0,3
65,"Qd Jd ","6s 10c ",flop,"10h 2c 4d ",35,65,0,3,27,73,0,3
66,"As 7h ","Qd 10d ",flop,"10s 4s 4h ",19,81,0,3,15,85,0,3
67,"5c 6s ","Qh Jh ",river,"9d 3s Kd Qs 2h ",0,100,0,3,0,100,0,3
68,"Ac Js ","7c Ks ",flop,"Jh 10h Kd ",27,69,4,3,34,66,0,3
69,"Ad 2s ","5h 6h ",turn,"Ac 7c Ah 7d ",100,0,0,3,100,0,0,3
70,"10s 2c ","Qc 3c ",river,"2d 5d 3h 5s 8c ",0,100,0,3,0,100,0,3
71,"6h 8h ","10c 8d ",flop,"Ac 10s Ad ",0,98,2,3,2,97,1,3
72,"Qh 2s ","9h 8d ",preflop,"",59,40,1,3,59,40,1,3
73,"5d 4h ","Ad 6h ",turn,"Qd 2d 7s Qc ",14,81,5,3,14,83,3,3
74,"5c 5s ","2d Ah ",preflop,"",70,30,0,3,73,27,0,3
75,"2h Ac ","3h As ",river,"9h 3c Jd 9s 10c ",0,100,0,3,0,100,0,3
76,"8c 8d ","6h Ac ",turn,"8s 6d 9h 5s ",100,0,0,3,100,0,0,3
77,"7h 10s ","4d Ks ",preflop,"",45,54,1,3,38,61,1,3
78,"2d Qc ","6c 10h ",flop,"Ac 10d 9c ",16,84,0,3,19,81,0,3
79,"9c 8d ","6c 5c ",turn,"4c 7c 10c Kc ",92,8,0,3,97,3,0,4
80,"Ah Qd ","10s 7c ",turn,"2c Qs Qh 4d ",100,0,0,3,100,0,0,3
81,"9h Js ","4s 3s ",river,"10s 2s Jh 8s 4c ",0,100,0,3,0,100,0,3
82,"5s 2s ","7d 6d ",flop,"9d Jd Ks ",19,61,20,3,13,66,21,3
83,"4s Ad ","Qc 8s ",river,"9h 2h 3d Ac 6c ",100,0,0,3,100,0,0,3
84,"5c 5s ","7h Qh ",river,"4h 9d As 3s 9c ",100,0,0,3,100,0,0,3
85,"5d Qs ","9d 2h ",flop,"5s 8c Qc ",95,5,0,3,95,5,0,3
86,"Ah 8c ","5c Jh ",river,"7d Ad 9c Jc 8s ",100,0,0,3,100,0,0,3
87,"7c Jd ","6d 4s ",turn,"2h Ks 9s 5h ",73,27,0,3,76,24,0,3
88,"4c 9s ","Ad 10s ",river,"6d Kc 4h 8c 10c ",0,100,0,3,0,100,0,3
89,"7d 4c ","6h As ",river,"Jh Jc 9h 3s 2s ",0,100,0,3,0,100,0,3
90,"6s 9s ","Jd Jc ",river,"8s Kc 4s Ac 3h ",0,100,0,3,0,100,0,3
91,"Qh 9h ","10s 2h ",flop,"Ah Kh Qs ",87,12,1,3,93,6,1,3
92,"4d 5d ","6c 2h ",preflop,"",33,42,25,2,46,38,16,3
93,"4c 10d ","9h 5d ",river,"4d 10s As 9d Js ",100,0,0,3,100,0,0,3
94,"3s Kd ","9c Qs ",river,"Qd Qh 4h 5h 9h ",0,100,0,2,0,100,0,2
95,"5s 2d ","Qs Jh ",turn,"4h 7d 9h As ",28,72,0,3,16,84,0,3
96,"4s Ah ","10s 3d ",river,"9s Qc 4d 5d Kd ",100,0,0,3,100,0,0,3
97,"Kc 10h ","9d 10d ",flop,"3h 7d Ad ",55,42,3,3,57,38,5,3
98,"6s 4d ","Kc 8c ",preflop,"",29,69,2,3,27,72,1,3
99,"Ad Jd ","2h 2c ",flop,"7h 6c Js ",87,13,0,3,90,10,0,3
100,"Kh Qs ","3s 7c ",river,"Jc 6s 6c Ac 4d ",100,0,0,3,100,0,0,3
101,"3c Kc ","2s 5h ",preflop,"",53,46,1,3,59,39,2,3
102,"8h Ac ","5s 9h ",turn,"As Kc 4d Jh ",100,0,0,3,100,0,0,3
103,"10c 3h ","Qd Kd ",preflop,"",26,72,2,3,29,67,4,3
104,"Kd Ac ","4s Jc ",preflop,"",68,31,1,2,59,41,0,3
105,"Qh 8d ","9c As ",river,"8s 7h Jc 8c Qd ",100,0,0,2,100,0,0,3
106,"10d 7c ","Kc 4s ",flop,"5c 6d 2s ",19,81,0,2,21,79,0,3
107,"Jd 4h ","10c 9h ",preflop,"",49,47,4,3,52,45,3,3
108,"5c 9c ","7s 6d ",preflop,"",55,42,3,3,67,28,5,3
109,"6d Js ","Ac 9h ",turn,"3s Jh 2c 9c ",88,12,0,3,86,14,0,3
110,"10h 7s ","4d Jh ",turn,"10d 5d Qh Qc ",94,6,0,3,88,12,0,3
111,"9d 3h ","10h As ",preflop,"",26,72,2,3,32,65,3,3
112,"Kd 10d ","Jh 10h ",flop,"10c 7c 7h ",61,17,22,3,58,18,24,3
113,"10h 2h ","Qc 2d ",preflop,"",27,62,11,3,23,65,12,3
114,"2c 4d ","8h 5s ",river,"Jd 8d Ad Js 8c ",0,100,0,3,0,100,0,3
115,"7c Ah ","5h 6h ",turn,"2d 5d Kd Ad ",71,10,19,3,67,10,23,3
116,"Qs 8s ","Js 2h ",turn,"Kd Qh 5s Jc ",85,15,0,3,90,10,0,3
117,"2c 10c ","9h 3s ",preflop,"",52,43,5,2,56,41,3,3
118,"5c 9h ","6h 8s ",flop,"Kd Jc 10h ",66,21,13,3,64,25,11,3
119,"3s 8h ","3h Qh ",preflop,"",21,73,6,3,29,66,5,3
120,"8s 7s ","9h 8d ",river,"4s Qc Qd 5s Ks ",100,0,0,3,100,0,0,3
121,"8s 7c ","Jc Jd ",flop,"4h 6d 6c ",15,85,0,3,21,79,0,3
122,"5s 4d ","8h 9c ",river,"4s Qs 10h As 6h ",100,0,0,3,100,0,0,3
123,"8c 10h ","7d 9d ",flop,"3h As 4c ",81,16,3,3,78,19,3,3
124,"3h Kd ","As 2d ",preflop,"",41,59,0,3,39,60,1,3
125,"Qh 2d ","Jd 7s ",river,"3d 6d 6c Ah 5h ",100,0,0,3,100,0,0,3
126,"5h 4h ","3d 6d ",river,"Qc Qs Kd 4c Jc ",100,0,0,3,100,0,0,3
127,"As Jc ","2c 6s ",turn,"5c 3c Ks 7c ",77,23,0,3,80,20,0,3
128,"As 2c ","8h Jc ",turn,"4s Qc Kc 8d ",9,91,0,3,6,94,0,3
129,"Ac 6s ","6c 5h ",turn,"7h Jd 4d 9d ",72,28,0,3,76,24,0,3
130,"5d Ah ","2h Qd ",turn,"7h 4s 10d 2s ",31,69,0,3,22,78,0,3
131,"3d Ah ","Qs 10h ",river,"5c Ad 6s Ac Qd ",100,0,0,3,100,0,0,3
132,"9c Qd ","Ac 6h ",flop,"Qs 6c 8h ",75,25,0,3,79,21,0,3
133,"2c Ks ","10c 9c ",flop,"10d 6h 9d ",3,96,1,3,2,98,0,3
134,"6d 7s ","10c 9d ",river,"Ac 6h Qc 7h Ks ",100,0,0,3,100,0,0,3
135,"9d 4d ","Kh 5d ",preflop,"",38,62,0,3,37,63,0,3
136,"6c 10s ","Kc 9c ",flop,"10h 2c 4c ",65,35,0,3,58,42,0,3
137,"2s 8s ","Qh 4h ",preflop,"",37,60,3,3,39,59,2,3
138,"4d 2s ","9c 8d ",river,"2d 2c 4c Jc 3h ",100,0,0,2,100,0,0,3
139,"Ks 4c ","Kh 3d ",flop,"5h 7c 6h ",20,18,62,3,17,13,70,3
140,"10d Qc ","Jc Js ",preflop,"",28,71,1,3,25,75,0,3
141,"5h 6c ","7c 4c ",preflop,"",38,54,8,3,51,46,3,3
142,"10d 8d ","10c Ks ",preflop,"",25,73,2,2,25,70,5,3
143,"10s Qc ","Jc Qs ",flop,"2d 4h 8c ",18,82,0,3,16,81,3,3
144,"Ks 9d ","6h 2h ",flop,"3c 5s Kh ",80,20,0,3,77,23,0,3
145,"3c Ks ","Jc 4d ",turn,"3h 2h 8c 5c ",63,37,0,3,67,33,0,3
146,"Ac Ad ","5d 5s ",preflop,"",80,20,0,2,80,19,1,3
147,"Kd Jc ","5s 4h ",river,"Qh 10c 5d Kc 10s ",100,0,0,3,100,0,0,3
148,"Qc 7s ","Js 2c ",flop,"Jc Ac 9s ",25,75,0,3,17,83,0,3
149,"7h 7s ","3d 7c ",preflop,"",85,7,8,2,91,6,3,3
150,"Jc Qh ","8s 7d ",flop,"3h 3d Kh ",75,15,10,3,69,15,16,3
151,"5h 7c ","Qd Ac ",flop,"2c 9s 8h ",37,61,2,3,33,66,1,3
152,"Qc 3c ","Ks 3d ",flop,"8s Jc 10c ",55,45,0,3,45,52,3,3
153,"5h 7h ","2h 6c ",river,"2s Ad 3s 6s 8d ",0,100,0,3,0,100,0,3
154,"Qc 10s ","8d 5c ",flop,"Kc 5d Jd ",46,54,0,2,46,54,0,3
155,"Jd Ah ","6d 2c ",preflop,"",71,27,2,2,65,33,2,3
156,"As 4s ","Jd 4d ",flop,"3h 2d 6s ",73,14,13,3,71,15,14,3
157,"2c Kc ","Js Qs ",preflop,"",46,52,2,2,54,44,2,3
158,"2c 6h ","Ac 5h ",turn,"7s Jd 10c 4h ",13,87,0,3,12,88,0,3
159,"Ad 4s ","9d 2c ",river,"5h 6d Kd 4c 10s ",100,0,0,2,100,0,0,3
160,"6d 2c ","Jh 5c ",preflop,"",29,68,3,3,33,67,0,3
161,"8c 5c ","Kd 6d ",preflop,"",39,61,0,3,43,56,1,3
162,"10c 8d ","9s 2d ",preflop,"",60,40,0,3,71,27,2,3
163,"8s 5d ","3s 3d ",preflop,"",44,50,6,3,51,47,2,3
164,"9c Ac ","8s 5h ",flop,"4h 8h 3h ",14,86,0,3,14,86,0,3
165,"3h 6c ","Jc Ac ",turn,"3d 10d 4s 10h ",76,24,0,3,75,25,0,3
166,"6s 5c ","10h Kd ",river,"8c 2h 10c Qs Qc ",0,100,0,3,0,100,0,3
167,"Jh 4s ","4c 9h ",flop,"5s Ah 5h ",58,17,25,3,71,8,21,3
168,"Kh 5h ","Ah 6d ",preflop,"",32,66,2,3,37,62,1,3
169,"5d 5h ","8h 8d ",preflop,"",16,84,0,3,13,86,1,3
170,"5d 8s ","Kh Js ",turn,"As 4c 3c 5c ",84,10,6,3,78,13,9,3
171,"5h 4d ","6c 5s ",preflop,"",22,44,34,3,18,53,29,3
172,"3h 3s ","7s Jc ",preflop,"",59,40,1,3,56,42,2,3
173,"6d Jd ","As 7s ",turn,"2c 2s Ah Qd ",0,100,0,3,0,100,0,3
174,"5d 2c ","8d Jd ",preflop,"",37,58,5,3,27,70,3,3
175,"Jd 5s ","8c Ac ",river,"5d 7h 4c Kh 9s ",100,0,0,3,100,0,0,3
176,"As 2d ","9s Qs ",flop,"7c 8c Ks ",58,40,2,3,66,32,2,3
177,"Ac Qh ","Kd 2h ",flop,"9h 5d Ah ",95,5,0,3,95,5,0,3
178,"2h Js ","Jd 10s ",turn,"Kd Kc 10c 6s ",0,92,8,3,0,99,1,3
179,"7s 8s ","7h 6s ",flop,"Qd Ac 10h ",61,12,27,3,60,14,26,3
180,"Kh 7h ","Jd Ac ",flop,"3s 8c 7c ",72,28,0,3,69,31,0,3
181,"Ad Jh ","10h Qc ",flop,"5c 7d 10d ",26,74,0,2,28,72,0,3
182,"8h 3c ","7d 10s ",flop,"6h Ad 9d ",13,86,1,3,14,86,0,3
183,"Jd 10h ","9s 8c ",turn,"7h 8h 2c 9h ",95,5,0,3,89,11,0,3
184,"10d Jd ","10c 7h ",preflop,"",62,29,9,2,71,20,9,3
185,"Qd 4c ","2d 3d ",turn,"8s 9s Kh 5h ",86,14,0,3,87,13,0,3
186,"Jc Ad ","4c 9s ",turn,"Qh Jd 5c 7d ",100,0,0,3,100,0,0,3
187,"5c 4s ","9s 4c ",flop,"Kc 9c As ",4,95,1,2,5,95,0,3
188,"6d 7c ","8h 3s ",turn,"10h 8s Jh Kh ",7,93,0,3,4,96,0,3
189,"9c Qd ","4h Ad ",flop,"2h 9d Kd ",83,17,0,3,82,18,0,3
190,"7s Kh ","9s Kc ",river,"9h 5s Jc 2s 4h ",0,100,0,2,0,100,0,3
191,"5d 10d ","Ks Kc ",flop,"2h 5c 9h ",17,83,0,2,23,77,0,3
192,"4d 2h ","9d 2s ",river,"3h 6d Qs Ac 5c ",100,0,0,2,100,0,0,3
193,"4s 4c ","7s 3h ",river,"9s Qd 4h Ah 2c ",100,0,0,2,100,0,0,3
194,"6c 5s ","Qd As ",flop,"4c 8s 9s ",30,70,0,3,41,56,3,3
195,"5d Kc ","3c Ah ",preflop,"",46,50,4,3,41,58,1,3
196,"Jh Ac ","5c 6s ",river,"3d 4c 10c Qd 7d ",0,100,0,2,0,100,0,3
197,"7h 5d ","Ah 2c ",preflop,"",39,61,0,3,46,53,1,3
198,"3c As ","8d Qs ",river,"Jd 5h Jh 9d 7h ",100,0,0,3,100,0,0,3
199,"4h 3h ","3d 2d ",turn,"4c 6c 9c Kh ",83,17,0,3,92,8,0,3
200,"Ad Js ","9s 8c ",flop,"6h 4c 2s ",71,25,4,3,75,24,1,3
201,"Kd 2h ","2c Kh ",flop,"5d Qc Qs ",0,0,100,3,0,0,100,3
202,"6c 2d ","Kc 7h ",preflop,"",24,73,3,3,33,64,3,3
203,"4s Kh ","Ks 4c ",river,"7d 9c 10c Kd 5h ",0,0,100,3,0,0,100,3
204,"As Kh ","6s 9h ",river,"8d 9c Ad 8c 10c ",100,0,0,3,100,0,0,3
205,"10s 7h ","3c 2c ",turn,"Ac 3d 10h Jd ",87,13,0,3,88,12,0,3
206,"10h 7c ","Jd Qd ",river,"2s Ad Qs 2d Ac ",0,100,0,3,0,100,0,3
207,"3s Kd ","Kc Ah ",turn,"Jh 7h 3h 2c ",69,31,0,3,77,23,0,3
208,"4d 2d ","Qc Qs ",river,"Ac 6c 7c 10c 7d ",0,100,0,3,0,100,0,3
209,"Ah 4c ","2s 4h ",turn,"7s 6h 8s 10c ",71,5,24,3,73,6,21,3
210,"Ad 2h ","4h Ac ",preflop,"",22,33,45,3,22,22,56,3
211,"Qd 10d ","Jh 9h ",preflop,"",68,31,1,2,67,32,1,3
212,"3c 9h ","6s 8h ",preflop,"",53,45,2,2,52,46,2,3
213,"7c 2d ","5d Ac ",preflop,"",33,65,2,2,30,67,3,3
214,"4s 9s ","3s 9d ",flop,"7d As Kh ",25,15,60,3,10,12,78,3
215,"Js 10h ","Qs Ks ",river,"7c 6h 4h 10c 10s ",100,0,0,2,100,0,0,3
216,"Ks 2c ","4s Js ",river,"2h 8s Ac Jd 8d ",0,100,0,3,0,100,0,3
217,"2h 9c ","Kh 10h ",turn,"Ad 5s Kc 5c ",0,100,0,3,0,100,0,3
218,"9d Kh ","2c 9s ",turn,"8d 2s 3d 8h ",18,82,0,3,21,79,0,3
219,"6c Ad ","Jd 9s ",preflop,"",57,40,3,2,54,46,0,3
220,"Jc 5h ","6s 8d ",flop,"9h 4c 10d ",58,42,0,2,70,29,1,3
221,"4d 2s ","5d 4c ",flop,"9d 6h 10h ",16,22,62,2,9,25,66,3
222,"10h 9h ","8s Jd ",preflop,"",51,49,0,3,44,56,0,3
223,"2h 4c ","Qs Ac ",preflop,"",42,57,1,2,30,68,2,3
224,"Kd 10s ","Kc 9d ",flop,"Ks 4h As ",69,7,24,3,69,14,17,3
225,"10d 8c ","4h Qd ",river,"Jc 6h 3h Qs 7d ",0,100,0,3,0,100,0,3
226,"10s 8h ","Kc Ks ",turn,"4s 10d Qd 7s ",10,90,0,3,10,90,0,3
227,"4h Qd ","10s 7d ",flop,"2s 5h 6c ",78,22,0,3,72,26,2,3
228,"7d Jd ","Jh 6s ",preflop,"",59,22,19,3,60,12,28,3
229,"3h 3c ","5d Qd ",flop,"10c Jh 10s ",50,49,1,3,62,34,4,3
230,"Kd Kc ","Jh 10c ",flop,"Ac Ks As ",100,0,0,2,100,0,0,3
231,"3c 5s ","Ah As ",preflop,"",11,89,0,2,11,89,0,3
232,"4d 3h ","2s 10d ",flop,"10c 6h 6d ",5,95,0,2,2,98,0,3
233,"10h 6c ","4d 8s ",turn,"6h Ah 4h 2d ",90,10,0,3,92,8,0,3
234,"Ac Kh ","6d 3d ",preflop,"",66,31,3,3,59,39,2,3
235,"Qs Ah ","4s Ks ",preflop,"",69,30,1,3,54,44,2,3
236,"Ah Kd ","Qc 5c ",turn,"4d 4c Jh 7h ",80,14,6,3,82,10,8,3
237,"5h 4c ","5d 7d ",flop,"Qs Jc 10d ",15,52,33,3,10,45,45,3
238,"5d Jd ","Ad 2s ",preflop,"",41,59,0,3,49,51,0,3
239,"Kh 5c ","Ad 4s ",river,"Ah 10c 4d 6d 9h ",0,100,0,3,0,100,0,3
240,"Jd Js ","9s 5s ",flop,"7c 3h 5d ",78,22,0,3,80,17,3,3
241,"Qc Ad ","3d Kd ",preflop,"",64,36,0,3,61,38,1,3
242,"10s 5h ","4s 2c ",flop,"7s 5c 10d ",94,6,0,3,96,4,0,3
243,"Qh 6c ","7d 7h ",river,"Kh Jc 4c 4s Qc ",100,0,0,3,100,0,0,3
244,"4s Qs ","5h Kh ",flop,"3d 10d 5c ",16,84,0,3,15,85,0,3
245,"Qc 6h ","4c Qs ",turn,"10s Qd 6c 5d ",92,0,8,3,91,0,9,3
246,"Qs Jd ","Qd Ks ",preflop,"",25,74,1,3,21,72,7,3
247,"Qh Kh ","10d 2s ",river,"2d 5d Kc 3c Jh ",100,0,0,2,100,0,0,3
248,"5c Jh ","4s 2c ",turn,"7s 3s 8d 6h ",89,11,0,3,88,12,0,3
249,"Ks 7h ","Qh 5d ",turn,"2d 2s 3h 3s ",61,15,24,3,65,14,21,3
