SimulationID,Player1Hand,Player2Hand,GameStage,CommunityCards,P1Win_Map,P2Win_Map,Tie_Map,Time_Map,P1Win_Hash,P2Win_Hash,Tie_Hash,Time_Hash
250,"Ac 5h ","3c 2s ",preflop,"",66,29,5,2,65,34,1,3
251,"8h 4c ","3h Jh ",turn,"7h 7c Jc 2h ",0,100,0,3,0,100,0,3
252,"10c 2d ","8d Ad ",river,"10s Qh 3c 10d 9s ",100,0,0,2,100,0,0,3
253,"2h 10h ","5s 2d ",preflop,"",78,12,10,3,71,23,6,3
254,"5s Qs ","7h As ",preflop,"",47,51,2,3,36,62,2,3
255,"Ac Ks ","2c 8h ",preflop,"",64,33,3,2,64,34,2,3
256,"4d 10c ","3c 4h ",preflop,"",68,24,8,2,62,29,9,3
257,"9d 4s ","Ah 3c ",preflop,"",33,65,2,3,39,61,0,3
258,"2s 8c ","9s 5d ",turn,"Ks 7h 10d 4d ",14,86,0,2,15,85,0,3
259,"5s 8d ","3h 4h ",flop,"8h Jh 8c ",100,0,0,3,100,0,0,3
260,"5c 3d ","8d 9c ",preflop,"",34,61,5,2,34,63,3,3
261,"8s Kd ","Qc 6s ",flop,"9s 6d Jd ",32,68,0,3,35,65,0,3
262,"Ks 2c ","2h 7c ",turn,"8d 5h Jc 5c ",92,4,4,2,84,12,4,3
263,"3d 4h ","Qc 4d ",preflop,"",31,66,3,3,25,65,10,3
264,"4h 6s ","3d 4s ",turn,"7d 8s 3c Qs ",14,86,0,2,15,85,0,3
265,"5s Jc ","6d 5h ",river,"6h Jh 4d 10h 2d ",100,0,0,3,100,0,0,3
266,"Js Qd ","4c Ks ",flop,"10d Jh 5s ",82,18,0,3,96,4,0,3
267,"6d 4c ","2h 10s ",river,"Ac 4s 8s Qh 10c ",0,100,0,3,0,100,0,3
268,"4h 8s ","7s 9s ",flop,"8c 6d Ad ",56,44,0,3,53,47,0,3
269,"9d Kh ","Kc 9h ",turn,"9c 2d 7c Kd ",0,0,100,3,0,0,100,3
270,"2d 7h ","9d 10d ",preflop,"",26,73,1,3,27,67,6,3
271,"Qs 7s ","8s 3h ",preflop,"",62,34,4,3,61,38,1,3
272,"Ac Ad ","7d 9h ",turn,"3s Kc As 8c ",100,0,0,3,100,0,0,3
273,"6h Jc ","3s Ks ",turn,"2s 10d 9s Qc ",21,79,0,3,22,78,0,3
274,"10s Js ","4d 2d ",turn,"3d 10c As 3s ",92,8,0,3,93,7,0,3
275,"10s 3h ","7d 10c ",river,"4d 7h 8d 4s Ac ",0,100,0,3,0,100,0,3
276,"6c 8s ","Js 6s ",river,"10s 2s As Jc 10d ",0,100,0,3,0,100,0,3
277,"Qh 8c ","10d 9s ",river,"4c Ah Qs 7s 2c ",100,0,0,3,100,0,0,3
278,"3d 9d ","Js 6h ",flop,"7d 3h 5c ",72,28,0,3,68,30,2,3
279,"4c Qd ","2s Jh ",preflop,"",63,35,2,3,60,36,4,3
280,"8h 3d ","6d 8d ",turn,"5c Ad 4c 4s ",19,15,66,3,18,17,65,3
281,"Jc 6c ","10d Kh ",flop,"5c 8c 7h ",69,28,3,3,63,36,1,3
282,"4c 7h ","4s 5c ",flop,"10c Kh 2h ",73,8,19,3,65,19,16,3
283,"9c 8h ","3s Kh ",river,"7s 2c Jc Jd 6d ",0,100,0,3,0,100,0,5
284,"7h 7c ","8c 9h ",flop,"7s 4d 7d ",100,0,0,3,100,0,0,3
285,"6d 5h ","3d Kh ",preflop,"",40,58,2,3,44,55,1,3
286,"4h 8s ","2c Js ",preflop,"",39,61,0,3,42,57,1,3
287,"Kd 7h ","Kh 5s ",river,"2h 8s 5h 4h Kc ",0,100,0,3,0,100,0,3
288,"2s 7c ","6h 2c ",preflop,"",52,27,21,3,60,25,15,3
289,"Ah Qh ","5c 7c ",river,"9s 2s Qc 7s Jc ",100,0,0,3,100,0,0,3
290,"Ks Qs ","7h Ah ",preflop,"",53,47,0,3,29,69,2,3
291,"6c 6s ","Jc 3h ",river,"Ks Qs 3s 8s 6h ",100,0,0,3,100,0,0,3
292,"7c Ac ","2d 3c ",preflop,"",65,34,1,3,69,30,1,3
293,"10d 7h ","6c 8h ",river,"10h Qd 9c Qh 6s ",100,0,0,3,100,0,0,3
294,"3h 6c ","As Ac ",turn,"7d 7s 4s 6d ",10,90,0,3,11,89,0,3
295,"7d 9c ","5s 4s ",river,"8s 5c Jd Qc 3c ",0,100,0,3,0,100,0,3
296,"Ad 3h ","5s 10s ",turn,"6h 4c 4s Qh ",82,13,5,3,91,6,3,3
297,"Js 10h ","5s 10c ",preflop,"",71,18,11,3,74,19,7,3
298,"3h Jd ","4c Ah ",flop,"Qs 5d 9s ",20,80,0,3,22,78,0,3
299,"7h 10d ","Ks 5s ",preflop,"",47,51,2,3,39,59,2,3
300,"9c 3h ","Kd 3c ",turn,"5s 4c Ah 3s ",9,64,27,3,2,74,24,3
301,"9s 10s ","5s Qh ",preflop,"",45,55,0,3,45,53,2,3
302,"4s 6s ","Qc 4c ",river,"Jc 2s 7h Qs 2c ",0,100,0,3,0,100,0,3
303,"10d 8c ","Qc Ah ",river,"Ad 3c Qd 9d 6d ",100,0,0,3,100,0,0,4
304,"7h Qs ","5h 5s ",turn,"8d 8c 3c 9d ",20,80,0,3,26,74,0,3
305,"4d 5h ","3d 9s ",river,"7c 3c Qc 8c Jd ",0,100,0,3,0,100,0,3
306,"10c 7h ","Qc Jc ",flop,"Ac 4d Jh ",1,99,0,3,6,94,0,3
307,"6s Js ","10h 4h ",river,"3d 5h 3h 6h Qc ",0,100,0,3,0,100,0,4
308,"6h Qc ","Qs Ks ",preflop,"",25,70,5,3,22,75,3,3
309,"Kc Ks ","9c 4h ",preflop,"",86,14,0,3,87,13,0,3
310,"Ad Ks ","2c Jd ",turn,"9h 3c 8h 7h ",76,24,0,3,81,19,0,3
311,"7d 5c ","2c Kd ",river,"5s 2d Kh 4h 2h ",0,100,0,3,0,100,0,3
312,"Ah 9c ","7s 6h ",turn,"Jd Jc Qh Kh ",87,9,4,3,79,13,8,3
313,"Jc 4h ","4c 2s ",flop,"2d 6d Ks ",15,85,0,3,19,77,4,3
314,"10s 6s ","Ac Js ",turn,"7d 6c Kh Ad ",13,87,0,3,12,88,0,3
315,"Kh 3c ","5h 7h ",river,"10h 5s 9h 8d 4d ",0,100,0,3,0,100,0,3
316,"8d 2d ","Ac Kh ",preflop,"",39,61,0,3,40,59,1,3
317,"Ah 5h ","5s Jh ",turn,"7c 3d 10h 6h ",86,4,10,3,83,10,7,3
318,"8c 8h ","Ah 3h ",preflop,"",59,41,0,3,73,27,0,3
319,"8d 7s ","Jc Qd ",river,"9h 7c 5s 9c Ks ",100,0,0,3,100,0,0,3
320,"7d 10h ","3h 2d ",preflop,"",63,31,6,3,62,34,4,3
321,"5s Ac ","3c 9d ",river,"Jh 2c 9s 10h 4h ",0,100,0,3,0,100,0,3
322,"Ad 10c ","3h 2c ",preflop,"",65,34,1,3,61,36,3,3
323,"4d 4h ","9h 10c ",river,"10h 5s 4s 8h Js ",100,0,0,3,100,0,0,3
324,"Ad 5c ","5s 5d ",turn,"10s 8d 6d 4h ",8,86,6,3,6,85,9,3
325,"2c 3c ","5s 9d ",river,"Qd 4s 10s Qh 3s ",100,0,0,3,100,0,0,3
326,"9c 4c ","3d 5s ",river,"4s 10c 10s Ad 9d ",100,0,0,3,100,0,0,3
327,"4d 4h ","9c Qc ",preflop,"",40,60,0,3,54,46,0,3
328,"Kh 6h ","8d 4s ",preflop,"",52,46,2,3,66,33,1,3
329,"Ks 10c ","8s 4d ",preflop,"",68,30,2,3,68,29,3,3
330,"3c Ac ","4d 7h ",turn,"6d 8s 2s 2c ",74,21,5,3,73,23,4,3
331,"Ac Kh ","2c 7h ",turn,"Ad 7c 5h Kc ",97,3,0,3,96,4,0,3
332,"9c 2s ","Ah 2d ",flop,"6s Jd 6h ",7,83,10,3,6,81,13,3
333,"10s Qd ","5h 9h ",flop,"6d 5c 10c ",67,33,0,3,82,18,0,3
334,"2h 8c ","4c 7d ",flop,"8s 5d 10s ",81,19,0,3,76,24,0,3
335,"10d 4c ","3d 6s ",river,"Js 9c 3s 10s Jc ",100,0,0,3,100,0,0,3
336,"4d 7c ","8c 5d ",flop,"10c 2c 4c ",50,50,0,3,59,41,0,3
337,"8d 10s ","4c 5d ",turn,"7d 9d 4s Js ",94,6,0,2,91,9,0,3
338,"5c 5s ","Ks Jh ",turn,"10d 8c 7s 6d ",70,30,0,3,79,21,0,3
339,"Qh 8h ","5c As ",river,"2h 7d 5s 7s 2d ",0,100,0,3,0,100,0,3
340,"3c Qs ","10d Qd ",river,"4s 8s Kh 3d 7d ",100,0,0,3,100,0,0,3
341,"10s 6d ","9c 5h ",river,"10h 2s Qc 2h 7d ",100,0,0,3,100,0,0,3
342,"3d 5d ","Jh 3h ",river,"Ac 4d Qc Ks Kh ",0,100,0,2,0,100,0,3
343,"10c 7d ","Kd 8h ",turn,"5h Jc Ad 8s ",11,89,0,3,22,78,0,3
344,"2c 7h ","Qs 4d ",flop,"9c 6c 2h ",82,18,0,3,80,20,0,3
345,"Qh 2h ","6d 5h ",turn,"8h 5d 10h Kd ",30,70,0,3,28,72,0,3
346,"Jd Kc ","6h 4d ",turn,"8d 3h As 5h ",65,35,0,3,71,29,0,3
347,"8d As ","10c Ks ",flop,"Qs Jc 2c ",51,49,0,3,52,47,1,3
348,"Kh 3d ","4s 9h ",flop,"8s 2h Ks ",93,7,0,3,96,4,0,3
349,"8c 4c ","9c 4d ",turn,"6s 8s 2d 8h ",100,0,0,2,100,0,0,3
350,"Qh 2h ","9d Kd ",preflop,"",34,65,1,3,38,62,0,3
351,"Qd Qs ","Ah Ac ",river,"8h 10h Jc 6h Kh ",0,100,0,3,0,100,0,3
352,"2s 9d ","3c Kh ",turn,"10s 9h 4c 10h ",95,5,0,3,95,5,0,3
353,"8d 9d ","5s 10c ",turn,"Qh Kh 7s 7d ",5,52,43,3,11,49,40,3
354,"Kd 10d ","6c 5c ",turn,"Kh 9h Qh 9c ",100,0,0,3,100,0,0,3
355,"5d 3h ","10s 5s ",flop,"10d 8s 3d ",9,91,0,3,15,85,0,3
356,"4c Kd ","6c Qd ",flop,"9c Ah Ks ",94,6,0,3,96,4,0,3
357,"4s 4d ","3h Kh ",turn,"Ah 8c 6h 7s ",78,22,0,3,73,27,0,3
358,"5h Kc ","Qd 8d ",river,"Jd 9s Jh 9d Qc ",0,100,0,3,0,100,0,3
359,"Ah 7s ","2s 6d ",preflop,"",59,39,2,3,71,28,1,3
360,"4c 8s ","4h 5c ",preflop,"",49,35,16,3,64,21,15,3
361,"6h 8s ","5h Qd ",river,"Jd 9d 4d 10s 3c ",0,100,0,3,0,100,0,3
362,"5c Qd ","7c 9h ",preflop,"",49,46,5,3,54,44,2,3
363,"10c Qc ","2s 5h ",preflop,"",65,35,0,3,70,28,2,3
364,"4c Ah ","9h 6d ",river,"Qd Qh Kd 8d 7c ",100,0,0,3,100,0,0,3
365,"Ad 10c ","2h 6s ",flop,"Ah Kc 4d ",96,4,0,3,97,3,0,3
366,"5s 2d ","4s 2c ",preflop,"",47,25,28,3,47,12,41,3
367,"Ah 8d ","6h 5h ",river,"6c As 10c 10s 8h ",100,0,0,3,100,0,0,3
368,"Ah Jd ","Qc 10c ",river,"5s 6h Kc 10d 5d ",0,100,0,3,0,100,0,3
369,"10h Ac ","6h Jd ",flop,"9c Qs Qd ",79,15,6,3,72,21,7,3
370,"Jc 10h ","Ac 7d ",turn,"5s 5h 7c 2c ",17,83,0,3,11,89,0,3
371,"10s 2c ","7d 4c ",turn,"2h 9h 5h Kh ",74,10,16,3,71,6,23,3
372,"10d 9d ","Js Qs ",river,"2c 4d Kd Ac 5c ",0,100,0,3,0,100,0,3
373,"Kd Ac ","6h Kc ",preflop,"",76,22,2,3,75,22,3,3
374,"10d Qs ","10s As ",turn,"9s 7s Qh 7c ",80,20,0,3,72,28,0,3
375,"Jc 7c ","Js Qs ",flop,"Qd Qc 4h ",0,100,0,3,0,100,0,3
376,"Ah 3c ","Kd 9s ",river,"4d 9c 9h 8s 6c ",0,100,0,3,0,100,0,3
377,"Kc 8c ","7s Qs ",preflop,"",66,32,2,3,69,29,2,3
378,"5h Qd ","3h 6h ",flop,"4d Kh 5c ",49,51,0,3,55,45,0,3
379,"9h As ","6h 4s ",preflop,"",62,35,3,3,66,32,2,3
380,"5s 10d ","Ad 5d ",preflop,"",30,68,2,3,38,56,6,3
381,"2d 7h ","4s 2h ",preflop,"",65,21,14,3,55,27,18,3
382,"8d 3h ","3d 9c ",preflop,"",30,60,10,3,27,62,11,3
383,"6c Qd ","10s 10c ",preflop,"",19,80,1,3,19,80,1,3
384,"5d 9c ","6c 8d ",turn,"3d 8c 8h Jh ",0,100,0,3,0,100,0,3
385,"Ah 7d ","7s Kc ",turn,"4c 7h Qd 2s ",92,8,0,3,94,5,1,3
386,"6h Ad ","4c 3c ",preflop,"",62,38,0,3,57,41,2,3
387,"4s 2h ","Kh 9d ",turn,"Ks 6d 9s 2c ",5,95,0,3,10,90,0,3
388,"Ac 3s ","Ks 6c ",turn,"8h 4h 10h Qh ",64,16,20,3,74,11,15,3
389,"5s Jd ","Kd Jh ",river,"5h 5c 6h 3d Kc ",100,0,0,3,100,0,0,3
390,"8h 4c ","Qh 7s ",river,"9s Ac 3h 4h 10h ",100,0,0,3,100,0,0,3
391,"9c 3h ","7c Ks ",flop,"4c 5c Kh ",8,92,0,3,10,90,0,3
392,"Js 10d ","5s 6c ",river,"7d Kc 2d As Ac ",100,0,0,3,100,0,0,3
393,"6s 2s ","Ks 10c ",turn,"9h 4s 8c Ad ",14,86,0,3,17,83,0,3
394,"Jc Js ","9c 3d ",flop,"Qh 6h 10s ",98,2,0,3,98,2,0,3
395,"4c 5d ","7s 2h ",flop,"6d Qs Jd ",31,57,12,3,34,57,9,3
396,"8h 4h ","10c Qs ",preflop,"",36,63,1,2,31,68,1,2
397,"10c Ah ","10s 8h ",river,"7c 2h 6d Js Kc ",100,0,0,3,100,0,0,3
398,"4h 10d ","3c 5d ",preflop,"",50,46,4,2,61,36,3,3
399,"5c Jc ","3h Qs ",turn,"7s Ad 2h Jd ",94,6,0,3,91,9,0,3
400,"4s 10s ","6h 4c ",flop,"5s 8d 7h ",9,81,10,3,10,75,15,3
401,"8h 3h ","10s 5s ",turn,"Ks 8c Ah 7d ",97,3,0,3,93,7,0,3
402,"3d 4s ","2d 8d ",preflop,"",30,65,5,3,45,46,9,3
403,"6s 10h ","2s 4s ",river,"Jd 3d Ah 9c 9h ",100,0,0,3,100,0,0,3
404,"9s 7c ","9d 7d ",flop,"6s 8s 8h ",6,0,94,2,3,0,97,3
405,"8d Kh ","Jd 3c ",turn,"6h 6d Ad 4s ",75,6,19,3,76,10,14,3
406,"Kc 3h ","Ad 3c ",turn,"8h Qd 4s 2h ",9,91,0,3,8,92,0,3
407,"3s As ","5d Ac ",river,"10h Ks 9d 5h Qd ",0,100,0,3,0,100,0,3
408,"Kh Ad ","3s 4h ",flop,"8s 8h Jc ",76,18,6,3,70,23,7,3
409,"3d 2s ","10h Js ",river,"9c 4c As Qd Ad ",0,100,0,3,0,100,0,3
410,"9s 4c ","Kc Qh ",flop,"5h Ah 7s ",26,71,3,3,24,72,4,3
411,"4d Ks ","9s Kd ",preflop,"",22,61,17,3,17,71,12,3
412,"6h Ks ","Ad Ac ",flop,"Jh Kc 2d ",20,80,0,3,26,74,0,3
413,"2s 5c ","8s Qh ",turn,"10c 2c 6c Kh ",87,13,0,3,91,9,0,3
414,"9h 10d ","Ks 4d ",preflop,"",47,52,1,3,42,55,3,3
415,"4d 7c ","4h 5d ",preflop,"",51,24,25,3,56,22,22,3
416,"9s 6h ","8h 8c ",preflop,"",26,72,2,3,24,74,2,3
417,"6h Ad ","8c 2h ",turn,"Kc 5c 10d Qh ",81,19,0,3,81,19,0,3
418,"Jc Ad ","8c 4h ",turn,"8h Jd 5d 6d ",85,15,0,3,82,18,0,3
419,"Qh 2d ","Jh Qd ",river,"6h 3c Jc 10h Jd ",0,100,0,3,0,100,0,3
420,"10c 10s ","4s 6c ",river,"4d Kd 4h 5h Qh ",0,100,0,3,0,100,0,3
421,"6c Qd ","Qs Qc ",turn,"Ac 2d 10d 3c ",0,100,0,3,0,100,0,3
422,"2h Js ","7c Qc ",turn,"10d 10h 7h 8c ",17,83,0,3,16,84,0,3
423,"4s 9c ","Ad Ac ",flop,"8s 8d 3h ",1,99,0,3,2,98,0,3
424,"7h 3d ","Jd 2c ",flop,"6c 10c 3s ",83,17,0,3,82,18,0,3
425,"9h Kc ","Qc Jc ",turn,"7s 9d 6h 5c ",75,16,9,3,76,14,10,3
426,"6c Kh ","3s Qh ",flop,"Ah 10s 3d ",19,81,0,3,25,75,0,3
427,"Ac 7s ","Qs Jd ",turn,"Jc 4h 10s 3h ",8,92,0,3,6,94,0,3
428,"Kd 2d ","Ac 4c ",flop,"2s 5s 9h ",67,33,0,3,62,38,0,3
429,"2h 9c ","7c 9d ",river,"8c 5c Kc Ac Ad ",100,0,0,3,100,0,0,3
430,"6s Qc ","5s Jd ",flop,"3d 4s Qd ",93,7,0,3,95,5,0,3
431,"9c 10h ","Qs 6c ",preflop,"",37,61,2,3,42,58,0,3
432,"Jd Qd ","4d 10h ",turn,"Js 3s 8c 7c ",90,10,0,3,90,10,0,3
433,"4d 4h ","5d 3h ",river,"6s 6c 4c 7c 10c ",100,0,0,2,100,0,0,2
434,"2d As ","7h 7s ",river,"7c Kh 6c 10c Qd ",0,100,0,2,0,100,0,3
435,"10c 7h ","2s 4c ",river,"9c Jc 6s 9d Jh ",100,0,0,2,100,0,0,3
436,"Qh 4c ","Qc 8c ",river,"8h 6c 7s 6d 9s ",0,100,0,3,0,100,0,3
437,"Ad Kd ","6h 8h ",turn,"5s 5c 9c 5d ",15,14,71,2,23,8,69,2
438,"6h 7d ","Qh 7c ",preflop,"",23,70,7,3,25,72,3,3
439,"6h 4d ","5h 5d ",preflop,"",29,69,2,2,15,85,0,3
440,"5c 6c ","7h Kc ",preflop,"",46,50,4,3,40,60,0,3
441,"7d 8h ","9h 9c ",preflop,"",12,88,0,3,11,88,1,3
442,"7h 10c ","Kh 4h ",turn,"4s 10s Kd 6s ",6,94,0,2,5,95,0,3
443,"6h 10h ","2h Ad ",turn,"3s 5d 6s 9d ",84,16,0,3,83,17,0,3
444,"Jd 9h ","As 7c ",preflop,"",44,56,0,3,50,47,3,3
445,"10s Kc ","3h 10d ",flop,"9c 6c 9h ",87,8,5,3,80,9,11,3
446,"Kd Ks ","10d 5d ",preflop,"",86,14,0,3,93,6,1,3
447,"Ac 3c ","5c Ks ",river,"4s 4h 2h 8d 6d ",100,0,0,3,100,0,0,3
448,"Js 4c ","Ah 6d ",flop,"8c 5s 9s ",25,71,4,2,33,63,4,3
449,"Qh Qd ","Jd 2d ",river,"9h 7c 8c 6c 10s ",0,100,0,3,0,100,0,3
450,"Ad 10h ","3d Ac ",preflop,"",60,31,9,3,62,28,10,3
451,"Kh Kd ","5d 6d ",turn,"2h 8s 8c 4s ",86,14,0,3,79,21,0,3
452,"Kc 4c ","5d 10c ",flop,"5s 3s Ah ",30,70,0,3,26,73,1,3
453,"Qh 4c ","3d 7d ",preflop,"",53,44,3,3,50,49,1,3
454,"5h Qc ","6s Ah ",flop,"Jd Kd 5c ",79,21,0,3,81,19,0,3
455,"Ah Ac ","9h 3c ",flop,"7c Kc 9s ",82,18,0,3,76,24,0,3
456,"8d 8h ","6h Jh ",flop,"9c 10d 9h ",72,25,3,3,72,23,5,3
457,"7d 10d ","Kc 4d ",turn,"2h Qs 10c 10s ",100,0,0,2,100,0,0,3
458,"Jc 4c ","Kd 10d ",flop,"5h 3c 5d ",28,65,7,3,25,69,6,3
459,"Jc 8s ","5s Ac ",flop,"6s 4h 2c ",18,79,3,3,23,75,2,3
460,"Js 4s ","6d 4c ",turn,"7h As Ah 9s ",87,8,5,3,90,7,3,3
461,"8h Kd ","As 2d ",preflop,"",34,66,0,3,45,54,1,3
462,"Ks 10h ","Ac 3c ",river,"10s 10d 7c 7h Qh ",100,0,0,2,100,0,0,3
463,"5s 3c ","2h Jd ",preflop,"",42,56,2,2,47,53,0,3
464,"6s 7d ","Kh 8c ",preflop,"",40,60,0,2,36,64,0,3
465,"5h 2h ","Ac Qs ",flop,"10d 3c Jc ",17,80,3,3,19,79,2,3
466,"Ad As ","9h 6d ",preflop,"",88,11,1,2,86,13,1,3
467,"2c 9d ","Jc 4c ",preflop,"",42,57,1,2,37,60,3,3
468,"2d 3c ","3s 2c ",preflop,"",2,1,97,3,1,2,97,3
469,"7d Kh ","4s Jd ",turn,"4h Ad Qs 5c ",12,88,0,3,13,87,0,3
470,"7c 10d ","6s 9d ",preflop,"",68,29,3,3,69,28,3,3
471,"Qd Jh ","3s 9s ",turn,"3h 10d 6c 7c ",8,92,0,3,11,89,0,3
472,"6d Ad ","Qs Qc ",preflop,"",19,81,0,2,29,71,0,3
473,"4s Ac ","10h Ad ",river,"8h Js 2d Kc 8c ",0,0,100,3,0,0,100,3
474,"3c 9c ","6d 8d ",turn,"4s Ks 9d Qc ",100,0,0,3,100,0,0,3
475,"6h 10d ","8d Ac ",river,"Qc 7d Ah 5s 6d ",0,100,0,3,0,100,0,3
476,"2h 4d ","8c 3h ",flop,"5d 10s Jh ",25,66,9,3,26,68,6,3
477,"9d Ks ","Kc 4h ",flop,"8c Ah 7h ",74,20,6,3,64,25,11,3
478,"Qd 8h ","9c 6c ",flop,"10h Kc 10d ",59,26,15,2,63,24,13,3
479,"5s Qs ","10d 10s ",turn,"7d Ah 8c Kd ",5,95,0,3,4,96,0,3
480,"Kh 4d ","Jc 7c ",turn,"7s 5h 4c 3c ",8,86,6,3,15,77,8,3
481,"4h 8h ","Qs 6c ",river,"9s 8c 7d 9d 7h ",100,0,0,3,100,0,0,3
482,"Qh 5s ","6c 3c ",turn,"6d 10d 3d 8h ",0,100,0,3,0,100,0,3
483,"9s Jc ","10c Jd ",preflop,"",23,64,13,3,23,68,9,3
484,"5c 8c ","6c Js ",river,"3c Qd 2s 3d 4h ",0,100,0,3,0,100,0,3
485,"Kc 5c ","4h 5h ",river,"2h 8h 9c 4s 3h ",0,100,0,3,0,100,0,3
486,"4d 4h ","Ah 8s ",preflop,"",50,50,0,3,60,37,3,3
487,"6s Jh ","8h 10c ",flop,"Jd 6h 9c ",68,32,0,3,70,30,0,3
488,"7h 3d ","2d 7c ",river,"8s 5s 3s Js Qh ",100,0,0,3,100,0,0,3
489,"Ah 10h ","5c 7c ",preflop,"",63,36,1,3,57,41,2,3
490,"3d Js ","6c 4d ",river,"9s 2h 5c Qd 5h ",100,0,0,3,100,0,0,3
491,"Js Qd ","Ks 9c ",preflop,"",44,54,2,3,47,52,1,3
492,"8d Kh ","Jd 9h ",preflop,"",60,38,2,2,61,39,0,3
493,"3h 8d ","7c 10h ",river,"5c 2s 9c Ad 6h ",0,100,0,3,0,100,0,3
494,"9s 3c ","9d 5c ",turn,"8c 5h 4s 8s ",0,97,3,3,0,93,7,3
495,"3h 5h ","3c 10c ",turn,"8d 2d 9s Kc ",5,95,0,3,8,92,0,3
496,"Qs 10c ","Qh 10d ",river,"5c 2c 8c 4c 9s ",100,0,0,3,100,0,0,3
497,"6s 4c ","3h 6h ",flop,"As 3d Kh ",12,87,1,3,17,81,2,3
498,"4c Qh ","10d 5c ",turn,"5d 2c 4h 8s ",17,83,0,3,13,87,0,3
499,"Jd 8s ","4c Qc ",turn,"7h 9s Ad 10d ",100,0,0,2,100,0,0,3
