SimulationID,Player1Hand,Player2Hand,GameStage,CommunityCards,P1Win_Map,P2Win_Map,Tie_Map,Time_Map,P1Win_Hash,P2Win_Hash,Tie_Hash,Time_Hash
750,"7c 4s ","10d 3h ",river,"5d Ks 8c Ah 10s ",0,100,0,3,0,100,0,3
751,"5h 6s ","As 3d ",preflop,"",37,61,2,2,43,55,2,3
752,"10s 2d ","10d 6c ",turn,"Jc 4d As 9h ",8,22,70,3,10,23,67,3
753,"4s Qc ","5d 6h ",preflop,"",52,45,3,3,59,41,0,3
754,"Js Kd ","4s 7s ",turn,"8d As Ah Kh ",100,0,0,2,100,0,0,3
755,"6h 5h ","Qs 4d ",flop,"10s Jh 8c ",26,73,1,3,28,71,1,3
756,"9h As ","7s 5s ",river,"Qs 4h Ah Jd 9c ",100,0,0,3,100,0,0,3
757,"3d 7s ","4h 5c ",flop,"5h 6c 6s ",25,75,0,3,34,65,1,3
758,"Ks Jd ","Js Ah ",flop,"9h Jh 3c ",15,78,7,3,10,87,3,3
759,"As 6h ","4c 5h ",preflop,"",58,41,1,2,69,31,0,3
760,"9d Kc ","2d Qs ",river,"4s 6c 5d Qc 3s ",0,100,0,2,0,100,0,3
761,"7d 10d ","6s 10c ",river,"As 8d 10s Js 5s ",0,100,0,3,0,100,0,3
762,"3c 7c ","5s 8d ",turn,"Ad 6h 4s 9s ",14,86,0,3,13,87,0,3
763,"10c 7c ","7h 4c ",turn,"Qh 3s 8d 5d ",82,18,0,3,78,22,0,3
764,"2c 7d ","5s 10s ",river,"8h 10h Kd Jh 10d ",0,100,0,2,0,100,0,3
765,"9d 10s ","3c 4d ",flop,"4h 9h 10c ",90,10,0,3,90,10,0,3
766,"8c 3d ","3h 6s ",flop,"10c Ks Ad ",57,11,32,2,59,12,29,3
767,"7d 5h ","10h 4h ",flop,"3h 3c Ah ",18,69,13,3,20,68,12,3
768,"Ah 3s ","Jd 5d ",preflop,"",53,46,1,2,71,28,1,3
769,"Qd 9h ","Qs Jd ",river,"2d Jh 3d 8d Jc ",0,100,0,2,0,100,0,3
770,"Kd 3h ","4s 5c ",turn,"Ad Ah 6d 9c ",79,17,4,3,84,13,3,3
771,"Qc 4s ","10h 8h ",turn,"5h 2c 3c 4c ",86,2,12,3,76,6,18,3
772,"Ad Jd ","9d 6h ",flop,"7s 8c Jh ",60,38,2,3,72,28,0,3
773,"2s 10c ","6h 4s ",turn,"4d Jh Ah 3d ",15,85,0,3,10,90,0,3
774,"Ac 10h ","4c Qc ",turn,"8c 5c 8s 3s ",65,32,3,3,69,29,2,3
775,"10h 7d ","3s 2s ",preflop,"",63,32,5,3,55,43,2,3
776,"4s Jd ","6c Ac ",river,"Jc 6d 4d Kd Ad ",100,0,0,3,100,0,0,3
777,"Ac 10h ","7h Kh ",river,"4s Kd Qs Ad 6h ",100,0,0,2,100,0,0,3
778,"8d 9s ","Kc 6d ",river,"Qd 9d 6s 4c 3c ",100,0,0,2,100,0,0,3
779,"Js 5h ","8c 2d ",turn,"10h 3c 7d 9c ",76,24,0,3,76,24,0,3
780,"4s 8s ","As Jh ",river,"Qd 9d 5h 5d Jd ",0,100,0,2,0,100,0,3
781,"7s 4h ","6d 10d ",preflop,"",39,58,3,2,29,67,4,3
782,"6c 6s ","7h 4d ",flop,"Ac 5h 5c ",89,11,0,2,90,10,0,3
783,"Ks Jd ","2c 3d ",flop,"Kd 3s 10c ",75,25,0,2,77,23,0,3
784,"2h Kd ","10s Qs ",turn,"8h Qd Qh 7s ",0,100,0,2,0,100,0,3
785,"Ks 9s ","8s 4c ",preflop,"",72,27,1,2,59,38,3,3
786,"Qh 9s ","As 9h ",turn,"4s 6h 7c 5c ",10,76,14,3,11,75,14,3
787,"8h Kh ","10h 9s ",river,"Qs 8c 6s 3d 6d ",100,0,0,3,100,0,0,3
788,"Ad 10d ","2d 6s ",preflop,"",66,33,1,2,69,30,1,3
789,"Jd 2s ","As 8d ",preflop,"",37,62,1,2,33,64,3,3
790,"Js 4d ","8c Jd ",turn,"Ah Ac 4s 6d ",82,11,7,3,86,8,6,3
791,"5h 6d ","10h Kh ",river,"4c 3d 3s 7c Jc ",100,0,0,2,100,0,0,2
792,"Ad 3s ","3d 9d ",turn,"2s 10c 5s 7c ",95,5,0,3,89,11,0,3
793,"3s Jh ","9s 5d ",flop,"5h Kc Ac ",19,81,0,3,15,85,0,3
794,"10c 3s ","6s Qc ",river,"9d 3c 4h 9s 6h ",0,100,0,3,0,100,0,3
795,"3h 10d ","2d 5s ",flop,"7c Qd Ac ",69,28,3,3,74,22,4,3
796,"7s 9s ","10c 6c ",preflop,"",39,59,2,3,45,53,2,3
797,"8c 3d ","6s 4s ",preflop,"",55,40,5,3,55,40,5,3
798,"3d Ks ","As 3s ",flop,"9d 8h 2s ",24,75,1,3,9,90,1,3
799,"8d 4c ","4h Ah ",river,"Kd 3s 3c Jc Ad ",0,100,0,3,0,100,0,3
800,"9s 5c ","Jd Kd ",flop,"5s As Qd ",59,41,0,3,58,42,0,3
801,"5d Kc ","5c 7h ",turn,"10c Jc 6d 8d ",74,26,0,3,78,22,0,3
802,"8d 7h ","3s 3c ",preflop,"",49,51,0,3,49,51,0,3
803,"7c 2c ","9s 6h ",flop,"Qh 10d Ah ",12,71,17,3,18,71,11,3
804,"7c 6s ","8h 8s ",flop,"Ac As 2d ",1,99,0,3,1,99,0,3
805,"8c Ah ","5c As ",flop,"Js 6s Ks ",32,43,25,3,20,50,30,3
806,"9s 7d ","3d 9c ",flop,"As 10d 7s ",93,1,6,3,95,0,5,3
807,"10c 9h ","Jd 7s ",turn,"6h 8h 9c 6c ",80,20,0,3,83,17,0,3
808,"5h 3d ","2s 6c ",flop,"7h 4c 3h ",90,9,1,3,86,14,0,3
809,"Jc 3s ","Ks 10c ",preflop,"",38,62,0,3,50,50,0,3
810,"Ad Js ","8c 5h ",river,"7c 3h 9d 8d Qh ",0,100,0,3,0,100,0,3
811,"2h Jh ","Ah Jd ",river,"Qs 3c 3s 5c 9c ",0,100,0,3,0,100,0,3
812,"4d 4s ","Qc Ac ",river,"9h 5c 5h Kc 7c ",0,100,0,3,0,100,0,3
813,"6s Kh ","8s Jc ",turn,"Ad 4c 3h Jh ",6,94,0,3,8,92,0,3
814,"As 4c ","7c Qh ",river,"5d 3h 2s Qc Js ",100,0,0,2,100,0,0,3
815,"Kc 8h ","6d Qd ",preflop,"",65,35,0,2,61,37,2,3
816,"Jh Ks ","As 8h ",river,"3h 8s Kc 5s 10s ",100,0,0,2,100,0,0,3
817,"4c As ","5h Jh ",flop,"Qd 9s 3c ",70,30,0,3,71,28,1,3
818,"7c 10d ","6d 2s ",turn,"5s Kd 9h Jh ",87,13,0,3,83,17,0,3
819,"2d Ac ","10s Qd ",flop,"Qc 10h 10d ",1,99,0,2,1,99,0,2
820,"8h 4c ","8s 3h ",turn,"Kc 7h 10h 7s ",6,8,86,3,6,6,88,3
821,"4s 8h ","10d 10h ",river,"9h 7c 8c Qs Ks ",0,100,0,3,0,100,0,3
822,"8d 10d ","7d Kd ",turn,"3c Qd 4d 4c ",11,87,2,3,17,74,9,3
823,"7h 9d ","7s 4s ",flop,"2s 4d Ks ",12,88,0,3,9,91,0,3
824,"9h Qc ","Jd 8c ",flop,"2c 8d 7c ",29,71,0,3,32,68,0,3
825,"10c Qc ","8h Js ",turn,"8c 4h 3h 5c ",37,63,0,3,31,69,0,3
826,"7h 5s ","4h 7c ",turn,"9h 7s 3c 10c ",22,5,73,3,10,7,83,3
827,"4s 8h ","6h 3h ",turn,"10c 6s 7c Kc ",25,75,0,3,27,73,0,3
828,"6d Ah ","2s 10c ",river,"Jh 5s 9d 9c Qs ",100,0,0,3,100,0,0,3
829,"9d 8c ","3h 7s ",river,"5d 8d 6c Kh Ah ",100,0,0,3,100,0,0,3
830,"3s 2h ","2d Ah ",flop,"4s Kc 6c ",29,67,4,2,25,73,2,3
831,"3s Js ","Jd 10d ",flop,"Ad 7s 5d ",10,84,6,3,14,73,13,3
832,"Jd 2d ","Kd Jc ",turn,"5h 4h 7d Qh ",8,92,0,3,5,95,0,3
833,"2s Kd ","10h Js ",preflop,"",48,52,0,3,46,53,1,3
834,"As 5s ","2h 8s ",preflop,"",77,22,1,3,66,33,1,3
835,"2c 8s ","9s 10d ",preflop,"",36,63,1,3,34,61,5,3
836,"6s Jd ","As Kc ",turn,"7s 4s Qd 8c ",16,84,0,3,21,79,0,3
837,"Kh 5d ","Kd 6c ",preflop,"",14,41,45,3,20,41,39,3
838,"4d Jh ","Ah Qd ",river,"Ac 3d 5s 9h 8h ",0,100,0,3,0,100,0,3
839,"9d 2s ","Ac 8h ",preflop,"",35,63,2,3,34,66,0,3
840,"2d Jc ","Qh 7s ",flop,"10h Jd 8h ",66,32,2,3,69,30,1,3
841,"2s 6s ","8s 10s ",river,"Ad 5c 3c Jc 3h ",0,100,0,3,0,100,0,3
842,"4c 5s ","Jc Qc ",river,"5c 2c Ah Js 4h ",100,0,0,3,100,0,0,3
843,"8s 9d ","3h 7h ",flop,"7c 9h 10h ",52,45,3,3,59,40,1,3
844,"4h 3d ","Kd 10h ",flop,"7c Qd 3c ",71,29,0,3,64,36,0,3
845,"4h 7s ","Jd Qs ",flop,"3s 8c Qd ",2,98,0,3,2,98,0,3
846,"6h 2h ","As 6c ",river,"Qc 10d 3c 7s Ac ",0,100,0,3,0,100,0,3
847,"Kd 6s ","2d 9d ",turn,"Qc 8s 5s 9c ",14,86,0,2,16,84,0,3
848,"3s Kc ","6s Jh ",river,"5d As 7d Qc Jd ",0,100,0,3,0,100,0,3
849,"Ad 5d ","6s Ah ",flop,"10h 4h Jd ",22,33,45,3,11,37,52,3
850,"8s 8h ","Ad 7c ",turn,"5h 7s 3h Jd ",92,8,0,3,88,12,0,3
851,"2d 5c ","3h 4s ",flop,"6s 3s Kh ",26,74,0,3,26,74,0,3
852,"5d 8c ","Kh Kc ",turn,"Ks 7h As 4c ",0,100,0,2,0,100,0,3
853,"7c 3d ","9h 3c ",turn,"3h Jh 4c 9d ",0,100,0,2,0,100,0,3
854,"Qd 5d ","2h 2s ",preflop,"",46,52,2,2,41,57,2,3
855,"7s 5s ","2h 3d ",preflop,"",60,33,7,3,62,30,8,3
856,"7s 8c ","Ad 6s ",turn,"8s Kc 5s 7c ",85,15,0,2,85,15,0,3
857,"5d 9d ","5s 10s ",turn,"3h Kd Qs Qd ",26,57,17,3,27,60,13,3
858,"4c 9c ","Kc 5s ",preflop,"",38,60,2,3,41,58,1,3
859,"Qd 7c ","Ks Kc ",preflop,"",9,90,1,3,16,84,0,3
860,"3h 7h ","2s 8c ",flop,"5d 5s 2d ",22,78,0,3,26,73,1,3
861,"Ac 4s ","2d 7d ",river,"9s 7c 4d 6h 3s ",0,100,0,3,0,100,0,3
862,"9c 2s ","5d Jh ",river,"5h 6c 8d 2h Jd ",0,100,0,3,0,100,0,3
863,"6d 9d ","9s 10c ",turn,"Kd 7h 9c 4c ",12,73,15,3,4,73,23,3
864,"3c 6s ","9d Qs ",turn,"5s As Qd 7s ",6,94,0,3,7,93,0,3
865,"5s 8d ","Ks 3s ",turn,"8s 3h 3c As ",5,95,0,3,4,96,0,3
866,"7d 4h ","5d Kc ",river,"9h Qh 8d 8c 9c ",0,100,0,3,0,100,0,3
867,"Jc 9c ","5c As ",flop,"2d Kc Kh ",27,66,7,3,25,69,6,3
868,"3h 10d ","Qh 3d ",river,"6h Js 2s 5h 8s ",0,100,0,3,0,100,0,3
869,"8h 2c ","9d 3s ",turn,"Qc Ah 3c 5s ",9,91,0,3,20,80,0,3
870,"4h Kd ","Ah 2c ",flop,"4d 5s 2d ",54,45,1,3,71,25,4,3
871,"2d 9s ","9c 8d ",turn,"10d 2s 6d Ah ",80,20,0,3,89,11,0,3
872,"4s 3h ","5s 10h ",turn,"9c Jd 2s 7c ",19,81,0,3,14,86,0,3
873,"10c 5h ","3s Kc ",river,"7d Qd 2d 2c 3h ",0,100,0,2,0,100,0,3
874,"5c Kh ","Kc 6h ",preflop,"",24,38,38,2,28,32,40,3
875,"5c 2h ","2c Kh ",turn,"Qh 6s Jc Qd ",3,91,6,3,12,84,4,3
876,"8c 10d ","Kc 8h ",flop,"4h 6c 6h ",12,77,11,3,11,80,9,3
877,"10s Ah ","2h 9s ",turn,"9d 4d 10c 4h ",95,5,0,3,95,5,0,3
878,"8h 8s ","9c 4c ",flop,"5c 10d 10s ",85,15,0,3,76,24,0,3
879,"3d Kc ","2d 7h ",flop,"6d 5d 4h ",68,29,3,2,71,27,2,3
880,"7h 3d ","10d 3h ",preflop,"",20,73,7,2,14,76,10,3
881,"2h 2d ","9s Ad ",turn,"3s 2s 7d 8h ",100,0,0,2,100,0,0,3
882,"Js Jd ","3c 5d ",preflop,"",84,16,0,3,78,22,0,2
883,"10s Qh ","Ad 6d ",turn,"7h 4d 4h 5s ",13,78,9,2,12,84,4,3
884,"Ac 2d ","3h 9h ",river,"5s 7s Qh 4h 8s ",100,0,0,3,100,0,0,3
885,"Ac 2s ","9h 9c ",turn,"7h Kc 4c Ks ",8,92,0,3,6,94,0,3
886,"2d 6s ","6d 10d ",preflop,"",23,68,9,2,19,70,11,3
887,"10s 5c ","9h 6d ",turn,"Kc 6s 2d 5d ",9,91,0,3,11,89,0,3
888,"8s 5d ","10s 3s ",turn,"5c 9s 8d 9h ",89,11,0,3,88,12,0,3
889,"5h 2s ","Ks Ac ",flop,"3s 10d 9s ",28,72,0,3,19,80,1,3
890,"5h Jh ","As 10d ",preflop,"",40,60,0,3,46,54,0,3
891,"Kc 9d ","Js 7c ",preflop,"",76,24,0,3,59,40,1,3
892,"4d 9d ","8s 2c ",flop,"5h 5s 5d ",22,20,58,2,32,20,48,2
893,"Js 3c ","7h 8s ",preflop,"",51,46,3,2,57,42,1,3
894,"Qd 10h ","3d 2d ",flop,"7d Jh Qs ",96,4,0,3,92,8,0,3
895,"2s Ks ","3h 3d ",preflop,"",31,66,3,3,31,69,0,3
896,"Ac Kc ","10d 6c ",turn,"7c 9d 9c 10h ",26,74,0,3,32,68,0,3
897,"6d Kc ","2s 7c ",preflop,"",74,24,2,3,64,36,0,3
898,"As Kh ","Jh Qd ",turn,"5c 6c 7h Qs ",21,79,0,3,14,86,0,3
899,"Kd 10d ","Ah 9h ",river,"5d 9d 10c 7d 4c ",100,0,0,3,100,0,0,3
900,"Kh 5d ","Jd 7d ",river,"3d 4h 2s Jc 8c ",0,100,0,3,0,100,0,3
901,"7h Jh ","7d 5h ",turn,"3h 9h Js Kd ",100,0,0,3,100,0,0,3
902,"Qc 4c ","8d Jh ",river,"10s 10c Ah 8h 8s ",0,100,0,2,0,100,0,3
903,"Qc Jd ","7h 4c ",turn,"9c 6h Kc Js ",100,0,0,3,100,0,0,3
904,"6c 10d ","3h 2c ",preflop,"",74,24,2,2,58,40,2,3
905,"As 4d ","9h 4s ",preflop,"",71,27,2,3,73,25,2,3
906,"4s 7d ","Jh Kc ",flop,"Js Jc Kd ",0,100,0,3,0,100,0,2
907,"3s 10c ","Qh Kd ",turn,"6d 5c 7c 7h ",17,79,4,3,27,71,2,3
908,"9c Kh ","8h 10d ",river,"8d Qs 7s Qc Jd ",0,100,0,3,0,100,0,3
909,"Ad Jh ","3d Kc ",turn,"Ac Ah 2d 6c ",100,0,0,2,100,0,0,3
910,"9s Qh ","Ks 7s ",flop,"7d 8s 9d ",74,24,2,3,77,20,3,3
911,"3c 7h ","8h 3h ",preflop,"",24,58,18,2,19,72,9,3
912,"Qh 8d ","9h 5h ",preflop,"",69,29,2,2,50,45,5,3
913,"Kd 3s ","2d 9d ",preflop,"",55,42,3,2,58,40,2,3
914,"2s Kd ","10c 6c ",preflop,"",51,48,1,2,55,44,1,3
915,"Ah Ks ","Kd Js ",turn,"5d 6s 5h 10d ",92,4,4,3,94,4,2,3
916,"9d 9h ","6c 7d ",turn,"8c 7c 8h 7h ",7,93,0,2,9,91,0,2
917,"2h Ah ","4h 4d ",flop,"8c 3s 10s ",9,91,0,2,14,86,0,3
918,"Jh 6d ","Qh 3s ",turn,"Kd 8c 8h Jc ",94,6,0,3,97,3,0,3
919,"Ah 7d ","Ks 5d ",preflop,"",63,35,2,2,61,38,1,3
920,"9h 3h ","7s Jc ",turn,"10c 5c Qc 6h ",13,87,0,3,15,85,0,3
921,"8c 10h ","Kh Qh ",flop,"3h Qs 10d ",16,84,0,3,21,79,0,3
922,"Kc Js ","10s 8h ",flop,"Qd Kh 2h ",93,7,0,3,94,6,0,3
923,"Qc 6d ","5d 6c ",flop,"10c 9s 10s ",75,11,14,3,70,13,17,3
924,"10d 3c ","5h 4c ",flop,"3d 7d 8h ",68,32,0,3,62,38,0,3
925,"Qs 9c ","6h 2d ",river,"2s Jh 3d 5s 6c ",0,100,0,3,0,100,0,3
926,"4h 9s ","2s 3d ",turn,"Qs 6d 7d 7c ",79,14,7,3,69,18,13,3
927,"7h 5h ","9c 8c ",flop,"Kc 8h Ks ",9,91,0,3,9,91,0,3
928,"Qd 8s ","9d 6c ",river,"3d 3h Ks 8c 3c ",100,0,0,2,100,0,0,3
929,"10d 10s ","9c 6h ",flop,"3h Ac 7s ",92,8,0,3,94,6,0,3
930,"7s Jd ","4s 3h ",river,"2d 8d 5h 8c 4h ",0,100,0,3,0,100,0,3
931,"10h Qc ","7s Qh ",river,"8c 7d 3s 10c Ah ",100,0,0,3,100,0,0,3
932,"Js 10h ","5s 9s ",river,"8d Ad 2c As Ac ",0,0,100,2,0,0,100,3
933,"Ks 10d ","Jd 9h ",flop,"5h 3s Qs ",87,13,0,3,73,26,1,3
934,"2h Qh ","Qd Qc ",turn,"Kd 4c Kc Ac ",0,91,9,3,0,89,11,3
935,"9c 10s ","Ad 8s ",flop,"3d 5c Ah ",1,99,0,3,1,98,1,3
936,"8h 4c ","7d 9s ",flop,"Qc 7s 3s ",18,82,0,3,12,88,0,3
937,"8h 7d ","4d 7s ",preflop,"",64,24,12,3,64,17,19,3
938,"9c 6d ","9h 8s ",river,"10s 3d 8h 7c 2c ",100,0,0,2,100,0,0,3
939,"7c Kd ","5s 4d ",turn,"4c Qd 8s 3h ",15,85,0,3,21,79,0,3
940,"6s 8c ","3d 2s ",flop,"4s Qs 3h ",26,74,0,3,33,67,0,3
941,"Jc Ah ","8s 8d ",river,"Js 3c 10s 10h 2c ",100,0,0,3,100,0,0,3
942,"6d 2c ","Ac Jh ",turn,"5h 10h 2d 10c ",78,22,0,3,76,24,0,3
943,"Kc Qs ","Qc 4h ",river,"7c 4s Kd 9d Ac ",100,0,0,3,100,0,0,3
944,"10s Ad ","2h 6h ",preflop,"",58,41,1,2,60,39,1,3
945,"10c 10s ","6h 4c ",flop,"5s 6d 5d ",82,18,0,2,89,11,0,3
946,"Ah 7h ","4c 4s ",river,"Js 6c 7c 8c 10h ",100,0,0,2,100,0,0,3
947,"Kd 2c ","5h 4s ",flop,"9d 8h 3d ",77,23,0,2,79,20,1,3
948,"2d 3c ","9d 9c ",turn,"10c 3s Ad 5h ",27,73,0,3,22,78,0,3
949,"Ah 7c ","4d Qc ",flop,"10c 4c 4s ",1,99,0,2,2,98,0,3
950,"6s 10c ","Kc Js ",preflop,"",37,61,2,2,33,63,4,3
951,"3h 4d ","4s Jc ",turn,"5h Qd 8h 6c ",20,66,14,2,15,74,11,3
952,"10c Kc ","4h 4s ",preflop,"",42,58,0,2,48,52,0,3
953,"9s 7h ","Qc 9d ",turn,"Jd 10s 4h 7d ",67,33,0,3,79,21,0,3
954,"Ad 8c ","9d 3c ",flop,"6d As 4h ",96,4,0,3,96,4,0,3
955,"7c 9h ","Qh 8h ",flop,"3s 9s Ad ",84,16,0,3,85,15,0,3
956,"6h 9s ","7c Jd ",preflop,"",40,58,2,3,40,56,4,3
957,"2c 7s ","Ac Js ",river,"2d 10h 7c Kh 3c ",100,0,0,3,100,0,0,3
958,"3d 8d ","10h Kc ",flop,"7s 6d 10s ",20,78,2,3,18,82,0,3
959,"Jc 8c ","5h 6d ",flop,"2s 4h 4c ",51,39,10,3,53,32,15,3
960,"5h Ac ","2h 5d ",preflop,"",74,20,6,2,74,24,2,3
961,"10s 5d ","6d Ah ",river,"2h 9d 6c Qs Jh ",0,100,0,3,0,100,0,3
962,"9c Qc ","5h Kh ",turn,"3s 8c As 7s ",16,84,0,3,19,81,0,3
963,"5d 9h ","6s Kd ",turn,"2h 3s 7h 2s ",11,86,3,3,13,75,12,3
964,"2d 3d ","Qs 3c ",river,"Kh 5s 7s 2h 4s ",100,0,0,3,100,0,0,3
965,"8h As ","Jd 5s ",flop,"4s 10s Qc ",76,24,0,3,78,21,1,3
966,"5c Jh ","Qd 5d ",flop,"8s 7s 8d ",10,82,8,3,14,65,21,3
967,"Ad 7s ","Qd 10d ",preflop,"",52,47,1,3,58,42,0,3
968,"Qh 2c ","4d Qd ",preflop,"",18,26,56,2,17,33,50,3
969,"9c 10c ","Ah Jc ",preflop,"",41,57,2,3,41,58,1,3
970,"2d Jd ","Jc As ",river,"7h 9d 5s 4h 3c ",0,100,0,3,0,100,0,3
971,"3d Qd ","6d 4h ",flop,"9h 3s 2d ",69,31,0,3,53,47,0,3
972,"7h Qc ","9s 5c ",turn,"6h 5s Jd Kd ",12,88,0,3,17,83,0,3
973,"7d 7s ","Kh 7h ",preflop,"",65,34,1,3,59,38,3,3
974,"9s 6s ","4h 2s ",preflop,"",63,36,1,2,67,30,3,3
975,"3s Kd ","Jc 6h ",flop,"Qc 4d 2s ",73,26,1,3,76,23,1,3
976,"2d Kh ","Kd Jc ",preflop,"",25,63,12,3,20,71,9,2
977,"8c 9c ","7d 6d ",river,"9s 4s Js Ks 6h ",100,0,0,2,100,0,0,3
978,"10h Ah ","2c 8s ",preflop,"",70,29,1,3,72,26,2,3
979,"4s Ac ","4c 5h ",turn,"5d 10s 3h As ",79,4,17,2,84,5,11,3
980,"4d 8d ","3d Jh ",river,"9h Ac 3s Kc Kd ",0,100,0,3,0,100,0,3
981,"9s 6s ","2s 7h ",flop,"9c 8d 10d ",66,29,5,2,65,30,5,3
982,"3h 10s ","3c 4s ",river,"10h 3d 9c 10c 6h ",100,0,0,2,100,0,0,2
983,"10s Ah ","2c 9c ",river,"Ac 8h 6d 10d Jd ",100,0,0,3,100,0,0,3
984,"7h 4c ","Qd 5c ",flop,"6h Jh 10h ",64,36,0,3,53,46,1,3
985,"Kd 2c ","7d 5s ",river,"Qh 7c Kh 2d Ac ",100,0,0,3,100,0,0,3
986,"9h Ac ","3c 4d ",turn,"10c 8h Qh Qd ",83,12,5,3,79,14,7,3
987,"8c 2s ","3h 8h ",flop,"2h Js Jh ",51,39,10,3,43,49,8,3
988,"6c 4c ","Kh 2d ",river,"7c Kc 7d As 7h ",0,100,0,2,0,100,0,3
989,"Kd 3c ","Jd 8h ",preflop,"",63,37,0,3,51,47,2,3
990,"3c 5s ","2c Qs ",turn,"Qd Qc 4d Jc ",0,100,0,2,0,100,0,3
991,"4s Kd ","10s Jd ",flop,"4d 3s 8d ",82,18,0,3,69,31,0,3
992,"Kc 4s ","9h 10s ",turn,"2s 6d 6s 3d ",81,11,8,3,84,12,4,3
993,"2d Ah ","6h 2h ",turn,"9s 7c 10c 6s ",9,82,9,3,5,82,13,3
994,"7d 4s ","Ad 4c ",preflop,"",29,62,9,3,23,74,3,3
995,"9s Qc ","4s Kc ",turn,"5s 8s 2h 8c ",17,77,6,2,17,81,2,3
996,"9h 7c ","10d 10h ",turn,"4c 2d 7h 2c ",3,97,0,3,3,97,0,3
997,"9s Ah ","Js 5d ",flop,"Ks 10s 10c ",69,23,8,3,69,23,8,3
998,"Ks 6c ","6d 3d ",preflop,"",66,28,6,3,70,27,3,3
999,"6s Qd ","3c 6h ",turn,"3h 3s 7d 7s ",0,98,2,2,0,98,2,3
1000,"4s 5c ","Qs 7d ",preflop,"",47,53,0,3,35,60,5,3
